,name,studio,series,combo,link
0,Angel,Marvel,Ultimate,(Marvel)(Ultimate),Angel (Marvel)(Ultimate)
0,Angel,Marvel,X-Babies,(Marvel)(X-Babies),Angel (Marvel)(X-Babies)
0,Angel,Marvel,Years of Future Past,(Marvel)(Years of Future Past),Angel (Marvel)(Years of Future Past)
0,Angel,Marvel,Zombies,(Marvel)(Zombies),Angel (Marvel)(Zombies)
0,Angela,Marvel,,(Marvel),Angela (Marvel)
0,Angela,Marvel,02 - The Trust,(Marvel)(02 - The Trust),Angela (Marvel)(02 - The Trust)
0,Angela,Marvel,1602,(Marvel)(1602),Angela (Marvel)(1602)
0,Angela,Marvel,Knowhere,(Marvel)(Knowhere),Angela (Marvel)(Knowhere)
0,Angelo,Marvel,,(Marvel),Angelo (Marvel)
0,Dirk Anger,Marvel,,(Marvel),Dirk Anger (Marvel)
0,Angler,Marvel,,(Marvel),Angler (Marvel)
0,Angrir,Marvel,,(Marvel),Angrir (Marvel)
0,Mator,Marvel,,(Marvel),Mator (Marvel)
0,Anielle,Marvel,,(Marvel),Anielle (Marvel)
0,Anitun,Marvel,01,(Marvel)(01),Anitun (Marvel)(01)
0,Anna,Marvel,,(Marvel),Anna (Marvel)
0,Anna Maria,Marvel,1602,(Marvel)(1602),Anna Maria (Marvel)(1602)
0,Annalee,Marvel,,(Marvel),Annalee (Marvel)
0,Annalee,Marvel,Animated,(Marvel)(Animated),Annalee (Marvel)(Animated)
0,Anne,Marvel,,(Marvel),Anne (Marvel)
0,Annex,Marvel,,(Marvel),Annex (Marvel)
0,Annie,Marvel,01 - Thinker's Lab Assistant,(Marvel)(01 - Thinker's Lab Assistant),Annie (Marvel)(01 - Thinker's Lab Assistant)
0,Annie,Marvel,02 - Protector's girlfriend,(Marvel)(02 - Protector's girlfriend),Annie (Marvel)(02 - Protector's girlfriend)
0,Annie,Marvel,03 - Pinch's daughter,(Marvel)(03 - Pinch's daughter),Annie (Marvel)(03 - Pinch's daughter)
0,Annie,Marvel,Life Model Decoy,(Marvel)(Life Model Decoy),Annie (Marvel)(Life Model Decoy)
0,Annihilata,Marvel,,(Marvel),Annihilata (Marvel)
0,Annihilus,Marvel,,(Marvel),Annihilus (Marvel)
0,Annihilus,Marvel,Adventures,(Marvel)(Adventures),Annihilus (Marvel)(Adventures)
0,Annihilus,Marvel,Earth X,(Marvel)(Earth X),Annihilus (Marvel)(Earth X)
0,Annihilus,Marvel,Earth-2841,(Marvel)(Earth-2841),Annihilus (Marvel)(Earth-2841)
0,Annihilus,Marvel,Heroes Reborn,(Marvel)(Heroes Reborn),Annihilus (Marvel)(Heroes Reborn)
0,Annihilus,Marvel,Red Skull,(Marvel)(Red Skull),Annihilus (Marvel)(Red Skull)
0,Annihilus,Marvel,Scorched Earth,(Marvel)(Scorched Earth),Annihilus (Marvel)(Scorched Earth)
0,Anole,Marvel,,(Marvel),Anole (Marvel)
0,Anole,Marvel,Age Of X,(Marvel)(Age Of X),Anole (Marvel)(Age Of X)
0,Anole,Marvel,Earth-600123,(Marvel)(Earth-600123),Anole (Marvel)(Earth-600123)
0,Anole,Marvel,House of M,(Marvel)(House of M),Anole (Marvel)(House of M)
0,Anole,Marvel,X-Tinction Agenda,(Marvel)(X-Tinction Agenda),Anole (Marvel)(X-Tinction Agenda)
0,Anomaly,Marvel,01 - Cosmic Being,(Marvel)(01 - Cosmic Being),Anomaly (Marvel)(01 - Cosmic Being)
0,Anomaly,Marvel,02 - Koyami Sazaki,(Marvel)(02 - Koyami Sazaki),Anomaly (Marvel)(02 - Koyami Sazaki)
0,Answer,Marvel,01 - Aaron Nicholson,(Marvel)(01 - Aaron Nicholson),Answer (Marvel)(01 - Aaron Nicholson)
0,Answer,Marvel,02 - David Ferrari,(Marvel)(02 - David Ferrari),Answer (Marvel)(02 - David Ferrari)
0,Answer,Marvel,03 - Unknown,(Marvel)(03 - Unknown),Answer (Marvel)(03 - Unknown)
0,Man,Marvel,01 - Hank Pym,(Marvel)(01 - Hank Pym),Man (Marvel)(01 - Hank Pym)
0,Man,Marvel,02 - Scott Lang,(Marvel)(02 - Scott Lang),Man (Marvel)(02 - Scott Lang)
0,Man,Marvel,03 - Eric O'Grady,(Marvel)(03 - Eric O'Grady),Man (Marvel)(03 - Eric O'Grady)
0,Man,Marvel,Adventures,(Marvel)(Adventures),Man (Marvel)(Adventures)
0,Man,Marvel,Age Of Ultron,(Marvel)(Age Of Ultron),Man (Marvel)(Age Of Ultron)
0,Man,Marvel,Age Of Ultron,(Marvel)(Age Of Ultron),Man (Marvel)(Age Of Ultron)
0,Man,Marvel,Animated,(Marvel)(Animated),Man (Marvel)(Animated)
0,Man,Marvel,Days of Future Now,(Marvel)(Days of Future Now),Man (Marvel)(Days of Future Now)
0,Man,Marvel,Earth X,(Marvel)(Earth X),Man (Marvel)(Earth X)
0,Man,Marvel,Earth-TRN380,(Marvel)(Earth-TRN380),Man (Marvel)(Earth-TRN380)
0,Man,Marvel,Last Gun on Earth,(Marvel)(Last Gun on Earth),Man (Marvel)(Last Gun on Earth)
0,Man,Marvel,Mangaverse,(Marvel)(Mangaverse),Man (Marvel)(Mangaverse)
0,Man,Marvel,MC2,(Marvel)(MC2),Man (Marvel)(MC2)
0,Man,Marvel,Movies,(Marvel)(Movies),Man (Marvel)(Movies)
0,Man,Marvel,Movies,(Marvel)(Movies),Man (Marvel)(Movies)
0,Man,Marvel,Scorched Earth,(Marvel)(Scorched Earth),Man (Marvel)(Scorched Earth)
0,Man,Marvel,Super Hero Squad,(Marvel)(Super Hero Squad),Man (Marvel)(Super Hero Squad)
0,Man,Marvel,Ultimate,(Marvel)(Ultimate),Man (Marvel)(Ultimate)
0,Man,Marvel,Venomverse,(Marvel)(Venomverse),Man (Marvel)(Venomverse)
0,Man,Marvel,Zombies,(Marvel)(Zombies),Man (Marvel)(Zombies)
0,Salvadore Verasce Anthony,Marvel,,(Marvel),Salvadore Verasce Anthony (Marvel)
0,Anthos,Marvel,,(Marvel),Anthos (Marvel)
0,Cap,Marvel,,(Marvel),Cap (Marvel)
0,Galactus,Marvel,,(Marvel),Galactus (Marvel)
0,Matter,Marvel,,(Marvel),Matter (Marvel)
0,Venom,Marvel,01 - Eddie Brock,(Marvel)(01 - Eddie Brock),Venom (Marvel)(01 - Eddie Brock)
0,Venom,Marvel,02 - Hob-Heroes,(Marvel)(02 - Hob-Heroes),Venom (Marvel)(02 - Hob-Heroes)
0,Venom,Marvel,03 - Flash Thompson,(Marvel)(03 - Flash Thompson),Venom (Marvel)(03 - Flash Thompson)
0,Antiguard,Marvel,,(Marvel),Antiguard (Marvel)
0,Antimatter,Marvel,,(Marvel),Antimatter (Marvel)
0,Antonitus,Marvel,,(Marvel),Antonitus (Marvel)
0,Antony,Marvel,Movies,(Marvel)(Movies),Antony (Marvel)(Movies)
0,Anubis,Marvel,,(Marvel),Anubis (Marvel)
0,Anvil,Marvel,,(Marvel),Anvil (Marvel)
0,Anvil,Marvel,Ultimate,(Marvel)(Ultimate),Anvil (Marvel)(Ultimate)
0,Anya,Marvel,Black Rose's girlfriend,(Marvel)(Black Rose's girlfriend),Anya (Marvel)(Black Rose's girlfriend)
0,Apache Kid,Marvel,,(Marvel),Apache Kid (Marvel)
0,Ape,Marvel,Animated,(Marvel)(Animated),Ape (Marvel)(Animated)
0,Ape,Marvel,Morlocks,(Marvel)(Morlocks),Ape (Marvel)(Morlocks)
0,Ape X,Marvel,Apes,(Marvel)(Apes),Ape X (Marvel)(Apes)
0,Ape X,Marvel,Earth-712 - Squadron Supreme,(Marvel)(Earth-712 - Squadron Supreme),Ape X (Marvel)(Earth-712 - Squadron Supreme)
0,Apechantress,Marvel,Apes,(Marvel)(Apes),Apechantress (Marvel)(Apes)
0,Apex,Marvel,,(Marvel),Apex (Marvel)
0,Aphrodite,Marvel,,(Marvel),Aphrodite (Marvel)
0,Apocalypse,Marvel,,(Marvel),Apocalypse (Marvel)
0,Apocalypse,Marvel,Age of Apocalypse,(Marvel)(Age of Apocalypse),Apocalypse (Marvel)(Age of Apocalypse)
0,Apocalypse,Marvel,Animated,(Marvel)(Animated),Apocalypse (Marvel)(Animated)
0,Apocalypse,Marvel,Earth-2182,(Marvel)(Earth-2182),Apocalypse (Marvel)(Earth-2182)
0,Apocalypse,Marvel,House of M,(Marvel)(House of M),Apocalypse (Marvel)(House of M)
0,Apocalypse,Marvel,Mangaverse,(Marvel)(Mangaverse),Apocalypse (Marvel)(Mangaverse)
0,Apocalypse,Marvel,Mutant X,(Marvel)(Mutant X),Apocalypse (Marvel)(Mutant X)
0,Apocalypse,Marvel,Omega World,(Marvel)(Omega World),Apocalypse (Marvel)(Omega World)
0,Apocalypse,Marvel,Ultimate,(Marvel)(Ultimate),Apocalypse (Marvel)(Ultimate)
0,Apocalypse,Marvel,X-Babies,(Marvel)(X-Babies),Apocalypse (Marvel)(X-Babies)
0,Apocalypse,Marvel,X-Men The End,(Marvel)(X-Men The End),Apocalypse (Marvel)(X-Men The End)
0,Apollo,Marvel,,(Marvel),Apollo (Marvel)
0,Apollo,Marvel,Earth-829 - 24th Century,(Marvel)(Earth-829 - 24th Century),Apollo (Marvel)(Earth-829 - 24th Century)
0,Apollyon,Marvel,Earth-15104,(Marvel)(Earth-15104),Apollyon (Marvel)(Earth-15104)
0,Appraiser,Marvel,,(Marvel),Appraiser (Marvel)
0,Aquarian,Marvel,,(Marvel),Aquarian (Marvel)
0,Aquarius,Marvel,01 - Darren Bentley,(Marvel)(01 - Darren Bentley),Aquarius (Marvel)(01 - Darren Bentley)
0,Aquarius,Marvel,02 - LMD,(Marvel)(02 - LMD),Aquarius (Marvel)(02 - LMD)
0,Aquarius,Marvel,03 - Zachary Drebb,(Marvel)(03 - Zachary Drebb),Aquarius (Marvel)(03 - Zachary Drebb)
0,Aquarius,Marvel,04 - Ecliptic's Zodiac,(Marvel)(04 - Ecliptic's Zodiac),Aquarius (Marvel)(04 - Ecliptic's Zodiac)
0,Aquarius,Marvel,05 - Akira Kiamata,(Marvel)(05 - Akira Kiamata),Aquarius (Marvel)(05 - Akira Kiamata)
0,Aquarius,Marvel,06 - John Garrett,(Marvel)(06 - John Garrett),Aquarius (Marvel)(06 - John Garrett)
0,Aquarius,Marvel,07 - Thanos' Zodiac,(Marvel)(07 - Thanos' Zodiac),Aquarius (Marvel)(07 - Thanos' Zodiac)
0,Aquarius,Marvel,08 - Chain Zodiac,(Marvel)(08 - Chain Zodiac),Aquarius (Marvel)(08 - Chain Zodiac)
0,Ara,Marvel,,(Marvel),Ara (Marvel)
0,Arab,Marvel,Horse,(Marvel)(Horse),Arab (Marvel)(Horse)
0,Arabian Knight,Marvel,01 - Abdul Qamar,(Marvel)(01 - Abdul Qamar),Arabian Knight (Marvel)(01 - Abdul Qamar)
0,Arabian Knight,Marvel,02 - villain,(Marvel)(02 - villain),Arabian Knight (Marvel)(02 - villain)
0,Arabian Knight,Marvel,03 - Hashim,(Marvel)(03 - Hashim),Arabian Knight (Marvel)(03 - Hashim)
0,Aracely,Marvel,,(Marvel),Aracely (Marvel)
0,Arachne,Marvel,01 - Sylvie Yacqua,(Marvel)(01 - Sylvie Yacqua),Arachne (Marvel)(01 - Sylvie Yacqua)
0,Arachne,Marvel,02 - Julia Carpenter,(Marvel)(02 - Julia Carpenter),Arachne (Marvel)(02 - Julia Carpenter)
0,Arachne,Marvel,03 - Olympian God,(Marvel)(03 - Olympian God),Arachne (Marvel)(03 - Olympian God)
0,Arachne,Marvel,Earth-398,(Marvel)(Earth-398),Arachne (Marvel)(Earth-398)
0,Arachnosaur,Marvel,,(Marvel),Arachnosaur (Marvel)
0,Aradnea,Marvel,,(Marvel),Aradnea (Marvel)
0,Aragorn,Marvel,01 - Valkyrie's Steed,(Marvel)(01 - Valkyrie's Steed),Aragorn (Marvel)(01 - Valkyrie's Steed)
0,Aragorn,Marvel,02 - Black Knight's 06 Steed,(Marvel)(02 - Black Knight's 06 Steed),Aragorn (Marvel)(02 - Black Knight's 06 Steed)
0,Araki,Marvel,01,(Marvel)(01),Araki (Marvel)(01)
0,Araki,Marvel,02 - Imposter,(Marvel)(02 - Imposter),Araki (Marvel)(02 - Imposter)
0,Araki,Marvel,03 - Talon,(Marvel)(03 - Talon),Araki (Marvel)(03 - Talon)
0,Araki,Marvel,04 - female,(Marvel)(04 - female),Araki (Marvel)(04 - female)
0,Araki,Marvel,Earth-26292,(Marvel)(Earth-26292),Araki (Marvel)(Earth-26292)
0,Araki,Marvel,Earth-8649,(Marvel)(Earth-8649),Araki (Marvel)(Earth-8649)
0,Araña,Marvel,,(Marvel),Araña (Marvel)
0,Arbogast,Marvel,,(Marvel),Arbogast (Marvel)
0,Arc,Marvel,Hellbent,(Marvel)(Hellbent),Arc (Marvel)(Hellbent)
0,Arc,Marvel,Imperial Guard,(Marvel)(Imperial Guard),Arc (Marvel)(Imperial Guard)
0,Arcade,Marvel,,(Marvel),Arcade (Marvel)
0,Arcade,Marvel,Adventures,(Marvel)(Adventures),Arcade (Marvel)(Adventures)
0,Arcade,Marvel,Age Of Apocalypse,(Marvel)(Age Of Apocalypse),Arcade (Marvel)(Age Of Apocalypse)
0,Arcade,Marvel,Age of X,(Marvel)(Age of X),Arcade (Marvel)(Age of X)
0,Arcade,Marvel,Babies,(Marvel)(Babies),Arcade (Marvel)(Babies)
0,Arcade,Marvel,Secret Wars,(Marvel)(Secret Wars),Arcade (Marvel)(Secret Wars)
0,Arcade,Marvel,Ultimate,(Marvel)(Ultimate),Arcade (Marvel)(Ultimate)
0,Arcadian,Marvel,2099,(Marvel)(2099),Arcadian (Marvel)(2099)
0,Arcadius,Marvel,,(Marvel),Arcadius (Marvel)
0,Emery James Arcenaux,Marvel,,(Marvel),Emery James Arcenaux (Marvel)
0,Arch,Marvel,Earth-8410,(Marvel)(Earth-8410),Arch (Marvel)(Earth-8410)
0,Archangel,Marvel,,(Marvel),Archangel (Marvel)
0,Archangel,Marvel,Animated,(Marvel)(Animated),Archangel (Marvel)(Animated)
0,Archangel,Marvel,Days of Future Now,(Marvel)(Days of Future Now),Archangel (Marvel)(Days of Future Now)
0,Archangel,Marvel,Earth 9997 - Earth X,(Marvel)(Earth 9997 - Earth X),Archangel (Marvel)(Earth 9997 - Earth X)
0,Archangel,Marvel,Earth-8545,(Marvel)(Earth-8545),Archangel (Marvel)(Earth-8545)
0,Archangel,Marvel,Egyptia,(Marvel)(Egyptia),Archangel (Marvel)(Egyptia)
0,Archangel,Marvel,Mangaverse,(Marvel)(Mangaverse),Archangel (Marvel)(Mangaverse)
0,Simon Archard,Marvel,CrossGen,(Marvel)(CrossGen),Simon Archard (Marvel)(CrossGen)
0,Archer,Marvel,,(Marvel),Archer (Marvel)
0,Archimedes,Marvel,,(Marvel),Archimedes (Marvel)
0,Architect,Marvel,01 - Orville Nugent,(Marvel)(01 - Orville Nugent),Architect (Marvel)(01 - Orville Nugent)
0,Architect,Marvel,02 - Unrevealed,(Marvel)(02 - Unrevealed),Architect (Marvel)(02 - Unrevealed)
0,Architect,Marvel,2099,(Marvel)(2099),Architect (Marvel)(2099)
0,Arclight,Marvel,,(Marvel),Arclight (Marvel)
0,Arclight,Marvel,Age Of Apocalypse,(Marvel)(Age Of Apocalypse),Arclight (Marvel)(Age Of Apocalypse)
0,Ares,Marvel,,(Marvel),Ares (Marvel)
0,Ares,Marvel,Earth-829 - 24th Century,(Marvel)(Earth-829 - 24th Century),Ares (Marvel)(Earth-829 - 24th Century)
0,Ares,Marvel,Last Gun on Earth,(Marvel)(Last Gun on Earth),Ares (Marvel)(Last Gun on Earth)
0,Areta,Marvel,,(Marvel),Areta (Marvel)
0,Argent,Marvel,,(Marvel),Argent (Marvel)
0,Argent,Marvel,,(Marvel),Argent (Marvel)
0,Argo,Marvel,MC2,(Marvel)(MC2),Argo (Marvel)(MC2)
0,Argos,Marvel,,(Marvel),Argos (Marvel)
0,Argus,Marvel,,(Marvel),Argus (Marvel)
0,Argus,Marvel,,(Marvel),Argus (Marvel)
0,Aria,Marvel,,(Marvel),Aria (Marvel)
0,Ariel,Marvel,01 - The Four,(Marvel)(01 - The Four),Ariel (Marvel)(01 - The Four)
0,Ariel,Marvel,02 - Kitty Pryde,(Marvel)(02 - Kitty Pryde),Ariel (Marvel)(02 - Kitty Pryde)
0,Ariel,Marvel,03 - Fallen Angels,(Marvel)(03 - Fallen Angels),Ariel (Marvel)(03 - Fallen Angels)
0,Ariel,Marvel,Mutant X,(Marvel)(Mutant X),Ariel (Marvel)(Mutant X)
0,Aries,Marvel,01 - Marcus Lassiter,(Marvel)(01 - Marcus Lassiter),Aries (Marvel)(01 - Marcus Lassiter)
0,Aries,Marvel,02 - Grover Raymond,(Marvel)(02 - Grover Raymond),Aries (Marvel)(02 - Grover Raymond)
0,Aries,Marvel,03 - LMD,(Marvel)(03 - LMD),Aries (Marvel)(03 - LMD)
0,Aries,Marvel,04 - Oscar Gordon,(Marvel)(04 - Oscar Gordon),Aries (Marvel)(04 - Oscar Gordon)
0,Aries,Marvel,05 - Ecliptic's Zodiac,(Marvel)(05 - Ecliptic's Zodiac),Aries (Marvel)(05 - Ecliptic's Zodiac)
0,Aries,Marvel,06 - Horst Brandauer,(Marvel)(06 - Horst Brandauer),Aries (Marvel)(06 - Horst Brandauer)
0,Aries,Marvel,07 - Leonardo da Vinci,(Marvel)(07 - Leonardo da Vinci),Aries (Marvel)(07 - Leonardo da Vinci)
0,Aries,Marvel,08 - Thanos' Zodiac,(Marvel)(08 - Thanos' Zodiac),Aries (Marvel)(08 - Thanos' Zodiac)
0,Aries,Marvel,09 - X-Men character,(Marvel)(09 - X-Men character),Aries (Marvel)(09 - X-Men character)
0,Aries,Marvel,10 - Chain Zodiac,(Marvel)(10 - Chain Zodiac),Aries (Marvel)(10 - Chain Zodiac)
0,Arilynn,Marvel,,(Marvel),Arilynn (Marvel)
0,Arimanes,Marvel,,(Marvel),Arimanes (Marvel)
0,Arishem the Judge,Marvel,,(Marvel),Arishem the Judge (Marvel)
0,Arishem the Judge,Marvel,Adventures,(Marvel)(Adventures),Arishem the Judge (Marvel)(Adventures)
0,Arishem the Judge,Marvel,Apes,(Marvel)(Apes),Arishem the Judge (Marvel)(Apes)
0,Arishem the Judge,Marvel,Earth X,(Marvel)(Earth X),Arishem the Judge (Marvel)(Earth X)
0,Arishem The Judge,Marvel,Earth-4280,(Marvel)(Earth-4280),Arishem The Judge (Marvel)(Earth-4280)
0,Arizona Girl,Marvel,Zombies,(Marvel)(Zombies),Arizona Girl (Marvel)(Zombies)
0,Arkady,Marvel,,(Marvel),Arkady (Marvel)
0,Arkon,Marvel,,(Marvel),Arkon (Marvel)
0,Armadillo,Marvel,,(Marvel),Armadillo (Marvel)
0,Armadillo,Marvel,Zombies,(Marvel)(Zombies),Armadillo (Marvel)(Zombies)
0,Armageddon,Marvel,01- Arm'Chedon,(Marvel)(01- Arm'Chedon),Armageddon (Marvel)(01- Arm'Chedon)
0,Armageddon,Marvel,Earth-2182,(Marvel)(Earth-2182),Armageddon (Marvel)(Earth-2182)
0,Armitage,Marvel,,(Marvel),Armitage (Marvel)
0,Armor,Marvel,,(Marvel),Armor (Marvel)
0,Armor,Marvel,Earth-5421,(Marvel)(Earth-5421),Armor (Marvel)(Earth-5421)
0,Armor,Marvel,Ultimate,(Marvel)(Ultimate),Armor (Marvel)(Ultimate)
0,Armor,Marvel,X-Babies,(Marvel)(X-Babies),Armor (Marvel)(X-Babies)
0,Armor,Marvel,X-Tinction Agenda,(Marvel)(X-Tinction Agenda),Armor (Marvel)(X-Tinction Agenda)
0,Armory,Marvel,,(Marvel),Armory (Marvel)
0,Armour,Marvel,,(Marvel),Armour (Marvel)
0,Armstrong,Marvel,Ultimate,(Marvel)(Ultimate),Armstrong (Marvel)(Ultimate)
0,Josh Arndt,Marvel,,(Marvel),Josh Arndt (Marvel)
0,Arnie,Marvel,Ultimate,(Marvel)(Ultimate),Arnie (Marvel)(Ultimate)
0,Arnim Zola,Marvel,Zombies,(Marvel)(Zombies),Arnim Zola (Marvel)(Zombies)
0,Arokine,Marvel,,(Marvel),Arokine (Marvel)
0,Aron the Watcher,Marvel,,(Marvel),Aron the Watcher (Marvel)
0,Arra,Marvel,,(Marvel),Arra (Marvel)
0,Arsenal,Marvel,01 - Beta Unit,(Marvel)(01 - Beta Unit),Arsenal (Marvel)(01 - Beta Unit)
0,Arsenal,Marvel,02 - Nimrod Strange,(Marvel)(02 - Nimrod Strange),Arsenal (Marvel)(02 - Nimrod Strange)
0,Arsenal,Marvel,03 - Unknown,(Marvel)(03 - Unknown),Arsenal (Marvel)(03 - Unknown)
0,Arsenal,Marvel,04 - Alpha Unit,(Marvel)(04 - Alpha Unit),Arsenal (Marvel)(04 - Alpha Unit)
0,Arsenal,Marvel,,(Marvel),Arsenal (Marvel)
0,Arsenic,Marvel,,(Marvel),Arsenic (Marvel)
0,Artabazus,Marvel,,(Marvel),Artabazus (Marvel)
0,Artemis,Marvel,,(Marvel),Artemis (Marvel)
0,Artemis,Marvel,Age Of Apocalypse,(Marvel)(Age Of Apocalypse),Artemis (Marvel)(Age Of Apocalypse)
0,Arthur,Marvel,,(Marvel),Arthur (Marvel)
0,Arthur,Marvel,,(Marvel),Arthur (Marvel)
0,The Artist,Marvel,,(Marvel),The Artist (Marvel)
0,Arvell,Marvel,Prime Sentinel,(Marvel)(Prime Sentinel),Arvell (Marvel)(Prime Sentinel)
0,Asgardian,Marvel,,(Marvel),Asgardian (Marvel)
0,Seiji Ashida,Marvel,,(Marvel),Seiji Ashida (Marvel)
0,Suki Ashida,Marvel,,(Marvel),Suki Ashida (Marvel)
0,Seiji Ashida,Marvel,House of M,(Marvel)(House of M),Seiji Ashida (Marvel)(House of M)
0,Askari the Spear,Marvel,,(Marvel),Askari the Spear (Marvel)
0,Asmodeus,Marvel,01 - Charles Benton,(Marvel)(01 - Charles Benton),Asmodeus (Marvel)(01 - Charles Benton)
0,Asmodeus,Marvel,02 - Demon,(Marvel)(02 - Demon),Asmodeus (Marvel)(02 - Demon)
0,Asmodeus Jones,Marvel,,(Marvel),Asmodeus Jones (Marvel)
0,Asp,Marvel,01 - Rich Harper,(Marvel)(01 - Rich Harper),Asp (Marvel)(01 - Rich Harper)
0,Asp,Marvel,02 - Cleo Nefertiti,(Marvel)(02 - Cleo Nefertiti),Asp (Marvel)(02 - Cleo Nefertiti)
0,Asp,Marvel,Ultimate,(Marvel)(Ultimate),Asp (Marvel)(Ultimate)
0,Assassin,Marvel,,(Marvel),Assassin (Marvel)
0,Assassin,Marvel,,(Marvel),Assassin (Marvel)
0,Assemble,Marvel,Ultimate,(Marvel)(Ultimate),Assemble (Marvel)(Ultimate)
0,Assistant Watcher,Marvel,,(Marvel),Assistant Watcher (Marvel)
0,Astaroth,Marvel,,(Marvel),Astaroth (Marvel)
0,Astarte,Marvel,,(Marvel),Astarte (Marvel)
0,Astra,Marvel,01 - Imperial Guard,(Marvel)(01 - Imperial Guard),Astra (Marvel)(01 - Imperial Guard)
0,Astra,Marvel,02 - Spaceknights,(Marvel)(02 - Spaceknights),Astra (Marvel)(02 - Spaceknights)
0,Astra,Marvel,03 - Beth Al-Reraph,(Marvel)(03 - Beth Al-Reraph),Astra (Marvel)(03 - Beth Al-Reraph)
0,Astron,Marvel,,(Marvel),Astron (Marvel)
0,Atalanta,Marvel,,(Marvel),Atalanta (Marvel)
0,Atali,Marvel,,(Marvel),Atali (Marvel)
0,Athena,Marvel,,(Marvel),Athena (Marvel)
0,Athena,Marvel,Earth-829 - 24th Century,(Marvel)(Earth-829 - 24th Century),Athena (Marvel)(Earth-829 - 24th Century)
0,Atlas,Marvel,01 - Olympians,(Marvel)(01 - Olympians),Atlas (Marvel)(01 - Olympians)
0,Atlas,Marvel,02 - Titans,(Marvel)(02 - Titans),Atlas (Marvel)(02 - Titans)
0,Atlas,Marvel,03 - Erik Josten,(Marvel)(03 - Erik Josten),Atlas (Marvel)(03 - Erik Josten)
0,Atlas,Marvel,Last Gun on Earth,(Marvel)(Last Gun on Earth),Atlas (Marvel)(Last Gun on Earth)
0,Atlas,Marvel,Mini Marvels,(Marvel)(Mini Marvels),Atlas (Marvel)(Mini Marvels)
0,Atlas,Marvel,Zombies,(Marvel)(Zombies),Atlas (Marvel)(Zombies)
0,Atlez,Marvel,,(Marvel),Atlez (Marvel)
0,Atom Smasher,Marvel,03 - Kevin Leonardo,(Marvel)(03 - Kevin Leonardo),Atom Smasher (Marvel)(03 - Kevin Leonardo)
0,Smasher,Marvel,01 - Ronald English,(Marvel)(01 - Ronald English),Smasher (Marvel)(01 - Ronald English)
0,Smasher,Marvel,02 - Michael English,(Marvel)(02 - Michael English),Smasher (Marvel)(02 - Michael English)
0,Ator,Marvel,,(Marvel),Ator (Marvel)
0,Atratus,Marvel,,(Marvel),Atratus (Marvel)
0,Atrea,Marvel,Ultimate,(Marvel)(Ultimate),Atrea (Marvel)(Ultimate)
0,Atrocity,Marvel,,(Marvel),Atrocity (Marvel)
0,Atropos,Marvel,,(Marvel),Atropos (Marvel)
0,Attaché,Marvel,,(Marvel),Attaché (Marvel)
0,Attuma,Marvel,,(Marvel),Attuma (Marvel)
0,Attuma,Marvel,Adventures,(Marvel)(Adventures),Attuma (Marvel)(Adventures)
0,Attuma,Marvel,Earth-2189,(Marvel)(Earth-2189),Attuma (Marvel)(Earth-2189)
0,Attuma,Marvel,Zombies,(Marvel)(Zombies),Attuma (Marvel)(Zombies)
0,Atul the Watcher,Marvel,,(Marvel),Atul the Watcher (Marvel)
0,The Auctioneer,Marvel,,(Marvel),The Auctioneer (Marvel)
0,Audio,Marvel,,(Marvel),Audio (Marvel)
0,Audrey,Marvel,,(Marvel),Audrey (Marvel)
0,Augollux,Marvel,,(Marvel),Augollux (Marvel)
0,Augor,Marvel,,(Marvel),Augor (Marvel)
0,Augustine,Marvel,,(Marvel),Augustine (Marvel)
0,Aunt Carrie,Marvel,,(Marvel),Aunt Carrie (Marvel)
0,Aunt June,Marvel,,(Marvel),Aunt June (Marvel)
0,Aunt May,Marvel,Zombies,(Marvel)(Zombies),Aunt May (Marvel)(Zombies)
0,Auntie Maim,Marvel,2099,(Marvel)(2099),Auntie Maim (Marvel)(2099)
0,Aura,Marvel,,(Marvel),Aura (Marvel)
0,Auran,Marvel,,(Marvel),Auran (Marvel)
0,Auric,Marvel,,(Marvel),Auric (Marvel)
0,Aurora,Marvel,,(Marvel),Aurora (Marvel)
0,Aurora,Marvel,Age of Apocalypse,(Marvel)(Age of Apocalypse),Aurora (Marvel)(Age of Apocalypse)
0,Aurora,Marvel,Animated,(Marvel)(Animated),Aurora (Marvel)(Animated)
0,Aurora,Marvel,Days of Future Now,(Marvel)(Days of Future Now),Aurora (Marvel)(Days of Future Now)
0,Aurora,Marvel,Earth-8545,(Marvel)(Earth-8545),Aurora (Marvel)(Earth-8545)
0,Aurora,Marvel,House of M,(Marvel)(House of M),Aurora (Marvel)(House of M)
0,Aurora,Marvel,Mutant X,(Marvel)(Mutant X),Aurora (Marvel)(Mutant X)
0,Aurora,Marvel,Ultimate,(Marvel)(Ultimate),Aurora (Marvel)(Ultimate)
0,Aurora,Marvel,Zombies,(Marvel)(Zombies),Aurora (Marvel)(Zombies)
0,Autolycus,Marvel,,(Marvel),Autolycus (Marvel)
0,Autumn,Marvel,,(Marvel),Autumn (Marvel)
0,Ava,Marvel,Master Of Kung Fu,(Marvel)(Master Of Kung Fu),Ava (Marvel)(Master Of Kung Fu)
0,Avalanche,Marvel,01 - Dominic Szilard,(Marvel)(01 - Dominic Szilard),Avalanche (Marvel)(01 - Dominic Szilard)
